"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","data","hasCabin","segment_age","title","FamilySize"
638,"0",2,"male",31,1,1,"C.A. 31921",26.25,"","S","train","0","adult","Mr",3
639,"0",3,"female",41,0,5,"3101295",39.6875,"","S","train","0","adult-gran","Mrs",6
640,"0",3,"male",28,1,0,"376564",16.1,"","S","train","0","jove","Mr",2
641,"0",3,"male",20,0,0,"350050",7.8542,"","S","train","0","jove","Mr",1
642,"1",1,"female",24,0,0,"PC 17477",69.3,"B35","C","train","1","jove","Special",1
643,"0",3,"female",2,3,2,"347088",27.9,"","S","train","0","nen","Miss",6
644,"1",3,"male",28,0,0,"1601",56.4958,"","S","train","0","jove","Mr",1
645,"1",3,"female",0.75,2,1,"2666",19.2583,"","C","train","0","nen","Miss",4
646,"1",1,"male",48,1,0,"PC 17572",76.7292,"D33","C","train","1","adult-gran","Mr",2
647,"0",3,"male",19,0,0,"349231",7.8958,"","S","train","0","nen","Mr",1
648,"1",1,"male",56,0,0,"13213",35.5,"A26","C","train","1","gran","Special",1
649,"0",3,"male",28,0,0,"S.O./P.P. 751",7.55,"","S","train","0","jove","Mr",1
650,"1",3,"female",23,0,0,"CA. 2314",7.55,"","S","train","0","jove","Miss",1
651,"0",3,"male",28,0,0,"349221",7.8958,"","S","train","0","jove","Mr",1
652,"1",2,"female",18,0,1,"231919",23,"","S","train","0","nen","Miss",2
653,"0",3,"male",21,0,0,"8475",8.4333,"","S","train","0","jove","Mr",1
654,"1",3,"female",28,0,0,"330919",7.8292,"","Q","train","0","jove","Miss",1
655,"0",3,"female",18,0,0,"365226",6.75,"","Q","train","0","nen","Miss",1
656,"0",2,"male",24,2,0,"S.O.C. 14879",73.5,"","S","train","0","jove","Mr",3
657,"0",3,"male",28,0,0,"349223",7.8958,"","S","train","0","jove","Mr",1
658,"0",3,"female",32,1,1,"364849",15.5,"","Q","train","0","adult","Mrs",3
659,"0",2,"male",23,0,0,"29751",13,"","S","train","0","jove","Mr",1
660,"0",1,"male",58,0,2,"35273",113.275,"D48","C","train","1","gran","Mr",3
661,"1",1,"male",50,2,0,"PC 17611",133.65,"","S","train","0","adult-gran","Special",3
662,"0",3,"male",40,0,0,"2623",7.225,"","C","train","0","adult-gran","Mr",1
663,"0",1,"male",47,0,0,"5727",25.5875,"E58","S","train","1","adult-gran","Mr",1
664,"0",3,"male",36,0,0,"349210",7.4958,"","S","train","0","adult","Mr",1
665,"1",3,"male",20,1,0,"STON/O 2. 3101285",7.925,"","S","train","0","jove","Mr",2
666,"0",2,"male",32,2,0,"S.O.C. 14879",73.5,"","S","train","0","adult","Mr",3
667,"0",2,"male",25,0,0,"234686",13,"","S","train","0","jove","Mr",1
668,"0",3,"male",28,0,0,"312993",7.775,"","S","train","0","jove","Mr",1
669,"0",3,"male",43,0,0,"A/5 3536",8.05,"","S","train","0","adult-gran","Mr",1
670,"1",1,"female",28,1,0,"19996",52,"C126","S","train","1","jove","Mrs",2
671,"1",2,"female",40,1,1,"29750",39,"","S","train","0","adult-gran","Mrs",3
672,"0",1,"male",31,1,0,"F.C. 12750",52,"B71","S","train","1","adult","Mr",2
673,"0",2,"male",70,0,0,"C.A. 24580",10.5,"","S","train","0","gran","Mr",1
674,"1",2,"male",31,0,0,"244270",13,"","S","train","0","adult","Mr",1
675,"0",2,"male",28,0,0,"239856",0,"","S","train","0","jove","Mr",1
676,"0",3,"male",18,0,0,"349912",7.775,"","S","train","0","nen","Mr",1
677,"0",3,"male",24.5,0,0,"342826",8.05,"","S","train","0","jove","Mr",1
678,"1",3,"female",18,0,0,"4138",9.8417,"","S","train","0","nen","Miss",1
679,"0",3,"female",43,1,6,"CA 2144",46.9,"","S","train","0","adult-gran","Mrs",8
680,"1",1,"male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C","train","1","adult","Mr",2
681,"0",3,"female",28,0,0,"330935",8.1375,"","Q","train","0","jove","Miss",1
682,"1",1,"male",27,0,0,"PC 17572",76.7292,"D49","C","train","1","jove","Mr",1
683,"0",3,"male",20,0,0,"6563",9.225,"","S","train","0","jove","Mr",1
684,"0",3,"male",14,5,2,"CA 2144",46.9,"","S","train","0","nen","Mr",8
685,"0",2,"male",60,1,1,"29750",39,"","S","train","0","gran","Mr",3
686,"0",2,"male",25,1,2,"SC/Paris 2123",41.5792,"","C","train","0","jove","Mr",4
687,"0",3,"male",14,4,1,"3101295",39.6875,"","S","train","0","nen","Mr",6
688,"0",3,"male",19,0,0,"349228",10.1708,"","S","train","0","nen","Mr",1
689,"0",3,"male",18,0,0,"350036",7.7958,"","S","train","0","nen","Mr",1
690,"1",1,"female",15,0,1,"24160",211.3375,"B5","S","train","1","nen","Miss",2
691,"1",1,"male",31,1,0,"17474",57,"B20","S","train","1","adult","Mr",2
692,"1",3,"female",4,0,1,"349256",13.4167,"","C","train","0","nen","Miss",2
693,"1",3,"male",28,0,0,"1601",56.4958,"","S","train","0","jove","Mr",1
694,"0",3,"male",25,0,0,"2672",7.225,"","C","train","0","jove","Mr",1
695,"0",1,"male",60,0,0,"113800",26.55,"","S","train","0","gran","Special",1
696,"0",2,"male",52,0,0,"248731",13.5,"","S","train","0","adult-gran","Mr",1
697,"0",3,"male",44,0,0,"363592",8.05,"","S","train","0","adult-gran","Mr",1
698,"1",3,"female",28,0,0,"35852",7.7333,"","Q","train","0","jove","Miss",1
699,"0",1,"male",49,1,1,"17421",110.8833,"C68","C","train","1","adult-gran","Mr",3
700,"0",3,"male",42,0,0,"348121",7.65,"F G63","S","train","1","adult-gran","Mr",1
701,"1",1,"female",18,1,0,"PC 17757",227.525,"C62 C64","C","train","1","nen","Mrs",2
702,"1",1,"male",35,0,0,"PC 17475",26.2875,"E24","S","train","1","adult","Mr",1
703,"0",3,"female",18,0,1,"2691",14.4542,"","C","train","0","nen","Miss",2
704,"0",3,"male",25,0,0,"36864",7.7417,"","Q","train","0","jove","Mr",1
705,"0",3,"male",26,1,0,"350025",7.8542,"","S","train","0","jove","Mr",2
706,"0",2,"male",39,0,0,"250655",26,"","S","train","0","adult","Mr",1
707,"1",2,"female",45,0,0,"223596",13.5,"","S","train","0","adult-gran","Mrs",1
708,"1",1,"male",42,0,0,"PC 17476",26.2875,"E24","S","train","1","adult-gran","Mr",1
709,"1",1,"female",22,0,0,"113781",151.55,"","S","train","0","jove","Miss",1
710,"1",3,"male",28,1,1,"2661",15.2458,"","C","train","0","jove","Master",3
711,"1",1,"female",24,0,0,"PC 17482",49.5042,"C90","C","train","1","jove","Special",1
712,"0",1,"male",28,0,0,"113028",26.55,"C124","S","train","1","jove","Mr",1
713,"1",1,"male",48,1,0,"19996",52,"C126","S","train","1","adult-gran","Mr",2
714,"0",3,"male",29,0,0,"7545",9.4833,"","S","train","0","jove","Mr",1
715,"0",2,"male",52,0,0,"250647",13,"","S","train","0","adult-gran","Mr",1
716,"0",3,"male",19,0,0,"348124",7.65,"F G73","S","train","1","nen","Mr",1
717,"1",1,"female",38,0,0,"PC 17757",227.525,"C45","C","train","1","adult","Miss",1
718,"1",2,"female",27,0,0,"34218",10.5,"E101","S","train","1","jove","Miss",1
719,"0",3,"male",28,0,0,"36568",15.5,"","Q","train","0","jove","Mr",1
720,"0",3,"male",33,0,0,"347062",7.775,"","S","train","0","adult","Mr",1
721,"1",2,"female",6,0,1,"248727",33,"","S","train","0","nen","Miss",2
722,"0",3,"male",17,1,0,"350048",7.0542,"","S","train","0","nen","Mr",2
723,"0",2,"male",34,0,0,"12233",13,"","S","train","0","adult","Mr",1
724,"0",2,"male",50,0,0,"250643",13,"","S","train","0","adult-gran","Mr",1
725,"1",1,"male",27,1,0,"113806",53.1,"E8","S","train","1","jove","Mr",2
726,"0",3,"male",20,0,0,"315094",8.6625,"","S","train","0","jove","Mr",1
727,"1",2,"female",30,3,0,"31027",21,"","S","train","0","jove","Mrs",4
728,"1",3,"female",28,0,0,"36866",7.7375,"","Q","train","0","jove","Miss",1
729,"0",2,"male",25,1,0,"236853",26,"","S","train","0","jove","Mr",2
730,"0",3,"female",25,1,0,"STON/O2. 3101271",7.925,"","S","train","0","jove","Miss",2
731,"1",1,"female",29,0,0,"24160",211.3375,"B5","S","train","1","jove","Miss",1
732,"0",3,"male",11,0,0,"2699",18.7875,"","C","train","0","nen","Mr",1
733,"0",2,"male",28,0,0,"239855",0,"","S","train","0","jove","Mr",1
734,"0",2,"male",23,0,0,"28425",13,"","S","train","0","jove","Mr",1
735,"0",2,"male",23,0,0,"233639",13,"","S","train","0","jove","Mr",1
736,"0",3,"male",28.5,0,0,"54636",16.1,"","S","train","0","jove","Mr",1
737,"0",3,"female",48,1,3,"W./C. 6608",34.375,"","S","train","0","adult-gran","Mrs",5
738,"1",1,"male",35,0,0,"PC 17755",512.3292,"B101","C","train","1","adult","Mr",1
739,"0",3,"male",28,0,0,"349201",7.8958,"","S","train","0","jove","Mr",1
740,"0",3,"male",28,0,0,"349218",7.8958,"","S","train","0","jove","Mr",1
741,"1",1,"male",28,0,0,"16988",30,"D45","S","train","1","jove","Mr",1
742,"0",1,"male",36,1,0,"19877",78.85,"C46","S","train","1","adult","Mr",2
743,"1",1,"female",21,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C","train","1","jove","Miss",5
744,"0",3,"male",24,1,0,"376566",16.1,"","S","train","0","jove","Mr",2
745,"1",3,"male",31,0,0,"STON/O 2. 3101288",7.925,"","S","train","0","adult","Mr",1
746,"0",1,"male",70,1,1,"WE/P 5735",71,"B22","S","train","1","gran","Special",3
747,"0",3,"male",16,1,1,"C.A. 2673",20.25,"","S","train","0","nen","Mr",3
748,"1",2,"female",30,0,0,"250648",13,"","S","train","0","jove","Miss",1
749,"0",1,"male",19,1,0,"113773",53.1,"D30","S","train","1","nen","Mr",2
750,"0",3,"male",31,0,0,"335097",7.75,"","Q","train","0","adult","Mr",1
751,"1",2,"female",4,1,1,"29103",23,"","S","train","0","nen","Miss",3
752,"1",3,"male",6,0,1,"392096",12.475,"E121","S","train","1","nen","Master",2
753,"0",3,"male",33,0,0,"345780",9.5,"","S","train","0","adult","Mr",1
754,"0",3,"male",23,0,0,"349204",7.8958,"","S","train","0","jove","Mr",1
755,"1",2,"female",48,1,2,"220845",65,"","S","train","0","adult-gran","Mrs",4
756,"1",2,"male",0.67,1,1,"250649",14.5,"","S","train","0","nen","Master",3
757,"0",3,"male",28,0,0,"350042",7.7958,"","S","train","0","jove","Mr",1
758,"0",2,"male",18,0,0,"29108",11.5,"","S","train","0","nen","Mr",1
759,"0",3,"male",34,0,0,"363294",8.05,"","S","train","0","adult","Mr",1
760,"1",1,"female",33,0,0,"110152",86.5,"B77","S","train","1","adult","Special",1
761,"0",3,"male",28,0,0,"358585",14.5,"","S","train","0","jove","Mr",1
762,"0",3,"male",41,0,0,"SOTON/O2 3101272",7.125,"","S","train","0","adult-gran","Mr",1
763,"1",3,"male",20,0,0,"2663",7.2292,"","C","train","0","jove","Mr",1
764,"1",1,"female",36,1,2,"113760",120,"B96 B98","S","train","1","adult","Mrs",4
765,"0",3,"male",16,0,0,"347074",7.775,"","S","train","0","nen","Mr",1
766,"1",1,"female",51,1,0,"13502",77.9583,"D11","S","train","1","adult-gran","Mrs",2
767,"0",1,"male",28,0,0,"112379",39.6,"","C","train","0","jove","Special",1
768,"0",3,"female",30.5,0,0,"364850",7.75,"","Q","train","0","adult","Miss",1
769,"0",3,"male",28,1,0,"371110",24.15,"","Q","train","0","jove","Mr",2
770,"0",3,"male",32,0,0,"8471",8.3625,"","S","train","0","adult","Mr",1
771,"0",3,"male",24,0,0,"345781",9.5,"","S","train","0","jove","Mr",1
772,"0",3,"male",48,0,0,"350047",7.8542,"","S","train","0","adult-gran","Mr",1
773,"0",2,"female",57,0,0,"S.O./P.P. 3",10.5,"E77","S","train","1","gran","Mrs",1
774,"0",3,"male",28,0,0,"2674",7.225,"","C","train","0","jove","Mr",1
775,"1",2,"female",54,1,3,"29105",23,"","S","train","0","gran","Mrs",5
776,"0",3,"male",18,0,0,"347078",7.75,"","S","train","0","nen","Mr",1
777,"0",3,"male",28,0,0,"383121",7.75,"F38","Q","train","1","jove","Mr",1
778,"1",3,"female",5,0,0,"364516",12.475,"","S","train","0","nen","Miss",1
779,"0",3,"male",28,0,0,"36865",7.7375,"","Q","train","0","jove","Mr",1
780,"1",1,"female",43,0,1,"24160",211.3375,"B3","S","train","1","adult-gran","Mrs",2
781,"1",3,"female",13,0,0,"2687",7.2292,"","C","train","0","nen","Miss",1
782,"1",1,"female",17,1,0,"17474",57,"B20","S","train","1","nen","Mrs",2
783,"0",1,"male",29,0,0,"113501",30,"D6","S","train","1","jove","Mr",1
784,"0",3,"male",28,1,2,"W./C. 6607",23.45,"","S","train","0","jove","Mr",4
785,"0",3,"male",25,0,0,"SOTON/O.Q. 3101312",7.05,"","S","train","0","jove","Mr",1
786,"0",3,"male",25,0,0,"374887",7.25,"","S","train","0","jove","Mr",1
787,"1",3,"female",18,0,0,"3101265",7.4958,"","S","train","0","nen","Miss",1
788,"0",3,"male",8,4,1,"382652",29.125,"","Q","train","0","nen","Master",6
789,"1",3,"male",1,1,2,"C.A. 2315",20.575,"","S","train","0","nen","Master",4
790,"0",1,"male",46,0,0,"PC 17593",79.2,"B82 B84","C","train","1","adult-gran","Mr",1
791,"0",3,"male",28,0,0,"12460",7.75,"","Q","train","0","jove","Mr",1
792,"0",2,"male",16,0,0,"239865",26,"","S","train","0","nen","Mr",1
793,"0",3,"female",28,8,2,"CA. 2343",69.55,"","S","train","0","jove","Miss",11
794,"0",1,"male",28,0,0,"PC 17600",30.6958,"","C","train","0","jove","Mr",1
795,"0",3,"male",25,0,0,"349203",7.8958,"","S","train","0","jove","Mr",1
796,"0",2,"male",39,0,0,"28213",13,"","S","train","0","adult","Mr",1
797,"1",1,"female",49,0,0,"17465",25.9292,"D17","S","train","1","adult-gran","Special",1
798,"1",3,"female",31,0,0,"349244",8.6833,"","S","train","0","adult","Mrs",1
799,"0",3,"male",30,0,0,"2685",7.2292,"","C","train","0","jove","Mr",1
800,"0",3,"female",30,1,1,"345773",24.15,"","S","train","0","jove","Mrs",3
801,"0",2,"male",34,0,0,"250647",13,"","S","train","0","adult","Mr",1
802,"1",2,"female",31,1,1,"C.A. 31921",26.25,"","S","train","0","adult","Mrs",3
803,"1",1,"male",11,1,2,"113760",120,"B96 B98","S","train","1","nen","Master",4
804,"1",3,"male",0.42,0,1,"2625",8.5167,"","C","train","0","nen","Master",2
805,"1",3,"male",27,0,0,"347089",6.975,"","S","train","0","jove","Mr",1
806,"0",3,"male",31,0,0,"347063",7.775,"","S","train","0","adult","Mr",1
807,"0",1,"male",39,0,0,"112050",0,"A36","S","train","1","adult","Mr",1
808,"0",3,"female",18,0,0,"347087",7.775,"","S","train","0","nen","Miss",1
809,"0",2,"male",39,0,0,"248723",13,"","S","train","0","adult","Mr",1
810,"1",1,"female",33,1,0,"113806",53.1,"E8","S","train","1","adult","Mrs",2
811,"0",3,"male",26,0,0,"3474",7.8875,"","S","train","0","jove","Mr",1
812,"0",3,"male",39,0,0,"A/4 48871",24.15,"","S","train","0","adult","Mr",1
813,"0",2,"male",35,0,0,"28206",10.5,"","S","train","0","adult","Mr",1
814,"0",3,"female",6,4,2,"347082",31.275,"","S","train","0","nen","Miss",7
815,"0",3,"male",30.5,0,0,"364499",8.05,"","S","train","0","adult","Mr",1
816,"0",1,"male",28,0,0,"112058",0,"B102","S","train","1","jove","Mr",1
817,"0",3,"female",23,0,0,"STON/O2. 3101290",7.925,"","S","train","0","jove","Miss",1
818,"0",2,"male",31,1,1,"S.C./PARIS 2079",37.0042,"","C","train","0","adult","Mr",3
819,"0",3,"male",43,0,0,"C 7075",6.45,"","S","train","0","adult-gran","Mr",1
820,"0",3,"male",10,3,2,"347088",27.9,"","S","train","0","nen","Master",6
821,"1",1,"female",52,1,1,"12749",93.5,"B69","S","train","1","adult-gran","Mrs",3
822,"1",3,"male",27,0,0,"315098",8.6625,"","S","train","0","jove","Mr",1
823,"0",1,"male",38,0,0,"19972",0,"","S","train","0","adult","Special",1
824,"1",3,"female",27,0,1,"392096",12.475,"E121","S","train","1","jove","Mrs",2
825,"0",3,"male",2,4,1,"3101295",39.6875,"","S","train","0","nen","Master",6
826,"0",3,"male",28,0,0,"368323",6.95,"","Q","train","0","jove","Mr",1
827,"0",3,"male",28,0,0,"1601",56.4958,"","S","train","0","jove","Mr",1
828,"1",2,"male",1,0,2,"S.C./PARIS 2079",37.0042,"","C","train","0","nen","Master",3
829,"1",3,"male",28,0,0,"367228",7.75,"","Q","train","0","jove","Mr",1
830,"1",1,"female",62,0,0,"113572",80,"B28","S","train","1","gran","Mrs",1
831,"1",3,"female",15,1,0,"2659",14.4542,"","C","train","0","nen","Mrs",2
832,"1",2,"male",0.83,1,1,"29106",18.75,"","S","train","0","nen","Master",3
833,"0",3,"male",28,0,0,"2671",7.2292,"","C","train","0","jove","Mr",1
834,"0",3,"male",23,0,0,"347468",7.8542,"","S","train","0","jove","Mr",1
835,"0",3,"male",18,0,0,"2223",8.3,"","S","train","0","nen","Mr",1
836,"1",1,"female",39,1,1,"PC 17756",83.1583,"E49","C","train","1","adult","Miss",3
837,"0",3,"male",21,0,0,"315097",8.6625,"","S","train","0","jove","Mr",1
838,"0",3,"male",28,0,0,"392092",8.05,"","S","train","0","jove","Mr",1
839,"1",3,"male",32,0,0,"1601",56.4958,"","S","train","0","adult","Mr",1
840,"1",1,"male",28,0,0,"11774",29.7,"C47","C","train","1","jove","Mr",1
841,"0",3,"male",20,0,0,"SOTON/O2 3101287",7.925,"","S","train","0","jove","Mr",1
842,"0",2,"male",16,0,0,"S.O./P.P. 3",10.5,"","S","train","0","nen","Mr",1
843,"1",1,"female",30,0,0,"113798",31,"","C","train","0","jove","Miss",1
844,"0",3,"male",34.5,0,0,"2683",6.4375,"","C","train","0","adult","Mr",1
845,"0",3,"male",17,0,0,"315090",8.6625,"","S","train","0","nen","Mr",1
846,"0",3,"male",42,0,0,"C.A. 5547",7.55,"","S","train","0","adult-gran","Mr",1
847,"0",3,"male",28,8,2,"CA. 2343",69.55,"","S","train","0","jove","Mr",11
848,"0",3,"male",35,0,0,"349213",7.8958,"","C","train","0","adult","Mr",1
849,"0",2,"male",28,0,1,"248727",33,"","S","train","0","jove","Special",2
850,"1",1,"female",28,1,0,"17453",89.1042,"C92","C","train","1","jove","Mrs",2
851,"0",3,"male",4,4,2,"347082",31.275,"","S","train","0","nen","Master",7
852,"0",3,"male",74,0,0,"347060",7.775,"","S","train","0","gran","Mr",1
853,"0",3,"female",9,1,1,"2678",15.2458,"","C","train","0","nen","Miss",3
854,"1",1,"female",16,0,1,"PC 17592",39.4,"D28","S","train","1","nen","Miss",2
855,"0",2,"female",44,1,0,"244252",26,"","S","train","0","adult-gran","Mrs",2
856,"1",3,"female",18,0,1,"392091",9.35,"","S","train","0","nen","Mrs",2
857,"1",1,"female",45,1,1,"36928",164.8667,"","S","train","0","adult-gran","Mrs",3
858,"1",1,"male",51,0,0,"113055",26.55,"E17","S","train","1","adult-gran","Mr",1
859,"1",3,"female",24,0,3,"2666",19.2583,"","C","train","0","jove","Mrs",4
860,"0",3,"male",28,0,0,"2629",7.2292,"","C","train","0","jove","Mr",1
861,"0",3,"male",41,2,0,"350026",14.1083,"","S","train","0","adult-gran","Mr",3
862,"0",2,"male",21,1,0,"28134",11.5,"","S","train","0","jove","Mr",2
863,"1",1,"female",48,0,0,"17466",25.9292,"D17","S","train","1","adult-gran","Mrs",1
864,"0",3,"female",28,8,2,"CA. 2343",69.55,"","S","train","0","jove","Miss",11
865,"0",2,"male",24,0,0,"233866",13,"","S","train","0","jove","Mr",1
866,"1",2,"female",42,0,0,"236852",13,"","S","train","0","adult-gran","Mrs",1
867,"1",2,"female",27,1,0,"SC/PARIS 2149",13.8583,"","C","train","0","jove","Miss",2
868,"0",1,"male",31,0,0,"PC 17590",50.4958,"A24","S","train","1","adult","Mr",1
869,"0",3,"male",28,0,0,"345777",9.5,"","S","train","0","jove","Mr",1
870,"1",3,"male",4,1,1,"347742",11.1333,"","S","train","0","nen","Master",3
871,"0",3,"male",26,0,0,"349248",7.8958,"","S","train","0","jove","Mr",1
872,"1",1,"female",47,1,1,"11751",52.5542,"D35","S","train","1","adult-gran","Mrs",3
873,"0",1,"male",33,0,0,"695",5,"B51 B53 B55","S","train","1","adult","Mr",1
874,"0",3,"male",47,0,0,"345765",9,"","S","train","0","adult-gran","Mr",1
875,"1",2,"female",28,1,0,"P/PP 3381",24,"","C","train","0","jove","Mrs",2
876,"1",3,"female",15,0,0,"2667",7.225,"","C","train","0","nen","Miss",1
877,"0",3,"male",20,0,0,"7534",9.8458,"","S","train","0","jove","Mr",1
878,"0",3,"male",19,0,0,"349212",7.8958,"","S","train","0","nen","Mr",1
879,"0",3,"male",28,0,0,"349217",7.8958,"","S","train","0","jove","Mr",1
880,"1",1,"female",56,0,1,"11767",83.1583,"C50","C","train","1","gran","Mrs",2
881,"1",2,"female",25,0,1,"230433",26,"","S","train","0","jove","Mrs",2
882,"0",3,"male",33,0,0,"349257",7.8958,"","S","train","0","adult","Mr",1
883,"0",3,"female",22,0,0,"7552",10.5167,"","S","train","0","jove","Miss",1
884,"0",2,"male",28,0,0,"C.A./SOTON 34068",10.5,"","S","train","0","jove","Mr",1
885,"0",3,"male",25,0,0,"SOTON/OQ 392076",7.05,"","S","train","0","jove","Mr",1
886,"0",3,"female",39,0,5,"382652",29.125,"","Q","train","0","adult","Mrs",6
887,"0",2,"male",27,0,0,"211536",13,"","S","train","0","jove","Special",1
888,"1",1,"female",19,0,0,"112053",30,"B42","S","train","1","nen","Miss",1
889,"0",3,"female",28,1,2,"W./C. 6607",23.45,"","S","train","0","jove","Miss",4
890,"1",1,"male",26,0,0,"111369",30,"C148","C","train","1","jove","Mr",1
891,"0",3,"male",32,0,0,"370376",7.75,"","Q","train","0","adult","Mr",1
892,NA,3,"male",34.5,0,0,"330911",7.8292,"","Q","test","0","adult","Mr",1
893,NA,3,"female",47,1,0,"363272",7,"","S","test","0","adult-gran","Mrs",2
894,NA,2,"male",62,0,0,"240276",9.6875,"","Q","test","0","gran","Mr",1
895,NA,3,"male",27,0,0,"315154",8.6625,"","S","test","0","jove","Mr",1
896,NA,3,"female",22,1,1,"3101298",12.2875,"","S","test","0","jove","Mrs",3
897,NA,3,"male",14,0,0,"7538",9.225,"","S","test","0","nen","Mr",1
898,NA,3,"female",30,0,0,"330972",7.6292,"","Q","test","0","jove","Miss",1
899,NA,2,"male",26,1,1,"248738",29,"","S","test","0","jove","Mr",3
900,NA,3,"female",18,0,0,"2657",7.2292,"","C","test","0","nen","Mrs",1
901,NA,3,"male",21,2,0,"A/4 48871",24.15,"","S","test","0","jove","Mr",3
902,NA,3,"male",28,0,0,"349220",7.8958,"","S","test","0","jove","Mr",1
903,NA,1,"male",46,0,0,"694",26,"","S","test","0","adult-gran","Mr",1
904,NA,1,"female",23,1,0,"21228",82.2667,"B45","S","test","1","jove","Mrs",2
905,NA,2,"male",63,1,0,"24065",26,"","S","test","0","gran","Mr",2
906,NA,1,"female",47,1,0,"W.E.P. 5734",61.175,"E31","S","test","1","adult-gran","Mrs",2
907,NA,2,"female",24,1,0,"SC/PARIS 2167",27.7208,"","C","test","0","jove","Mrs",2
908,NA,2,"male",35,0,0,"233734",12.35,"","Q","test","0","adult","Mr",1
909,NA,3,"male",21,0,0,"2692",7.225,"","C","test","0","jove","Mr",1
910,NA,3,"female",27,1,0,"STON/O2. 3101270",7.925,"","S","test","0","jove","Miss",2
911,NA,3,"female",45,0,0,"2696",7.225,"","C","test","0","adult-gran","Mrs",1
912,NA,1,"male",55,1,0,"PC 17603",59.4,"","C","test","0","gran","Mr",2
913,NA,3,"male",9,0,1,"C 17368",3.1708,"","S","test","0","nen","Master",2
914,NA,1,"female",28,0,0,"PC 17598",31.6833,"","S","test","0","jove","Mrs",1
915,NA,1,"male",21,0,1,"PC 17597",61.3792,"","C","test","0","jove","Mr",2
916,NA,1,"female",48,1,3,"PC 17608",262.375,"B57 B59 B63 B66","C","test","1","adult-gran","Mrs",5
917,NA,3,"male",50,1,0,"A/5. 3337",14.5,"","S","test","0","adult-gran","Mr",2
918,NA,1,"female",22,0,1,"113509",61.9792,"B36","C","test","1","jove","Miss",2
919,NA,3,"male",22.5,0,0,"2698",7.225,"","C","test","0","jove","Mr",1
920,NA,1,"male",41,0,0,"113054",30.5,"A21","S","test","1","adult-gran","Mr",1
921,NA,3,"male",28,2,0,"2662",21.6792,"","C","test","0","jove","Mr",3
922,NA,2,"male",50,1,0,"SC/AH 3085",26,"","S","test","0","adult-gran","Mr",2
923,NA,2,"male",24,2,0,"C.A. 31029",31.5,"","S","test","0","jove","Mr",3
924,NA,3,"female",33,1,2,"C.A. 2315",20.575,"","S","test","0","adult","Mrs",4
925,NA,3,"female",28,1,2,"W./C. 6607",23.45,"","S","test","0","jove","Mrs",4
926,NA,1,"male",30,1,0,"13236",57.75,"C78","C","test","1","jove","Mr",2
927,NA,3,"male",18.5,0,0,"2682",7.2292,"","C","test","0","nen","Mr",1
928,NA,3,"female",28,0,0,"342712",8.05,"","S","test","0","jove","Miss",1
929,NA,3,"female",21,0,0,"315087",8.6625,"","S","test","0","jove","Miss",1
930,NA,3,"male",25,0,0,"345768",9.5,"","S","test","0","jove","Mr",1
931,NA,3,"male",28,0,0,"1601",56.4958,"","S","test","0","jove","Mr",1
932,NA,3,"male",39,0,1,"349256",13.4167,"","C","test","0","adult","Mr",2
933,NA,1,"male",28,0,0,"113778",26.55,"D34","S","test","1","jove","Mr",1
934,NA,3,"male",41,0,0,"SOTON/O.Q. 3101263",7.85,"","S","test","0","adult-gran","Mr",1
935,NA,2,"female",30,0,0,"237249",13,"","S","test","0","jove","Mrs",1
936,NA,1,"female",45,1,0,"11753",52.5542,"D19","S","test","1","adult-gran","Mrs",2
937,NA,3,"male",25,0,0,"STON/O 2. 3101291",7.925,"","S","test","0","jove","Mr",1
938,NA,1,"male",45,0,0,"PC 17594",29.7,"A9","C","test","1","adult-gran","Mr",1
939,NA,3,"male",28,0,0,"370374",7.75,"","Q","test","0","jove","Mr",1
940,NA,1,"female",60,0,0,"11813",76.2917,"D15","C","test","1","gran","Mrs",1
941,NA,3,"female",36,0,2,"C.A. 37671",15.9,"","S","test","0","adult","Mrs",3
942,NA,1,"male",24,1,0,"13695",60,"C31","S","test","1","jove","Mr",2
943,NA,2,"male",27,0,0,"SC/PARIS 2168",15.0333,"","C","test","0","jove","Mr",1
944,NA,2,"female",20,2,1,"29105",23,"","S","test","0","jove","Miss",4
945,NA,1,"female",28,3,2,"19950",263,"C23 C25 C27","S","test","1","jove","Miss",6
946,NA,2,"male",28,0,0,"SC/A.3 2861",15.5792,"","C","test","0","jove","Mr",1
947,NA,3,"male",10,4,1,"382652",29.125,"","Q","test","0","nen","Master",6
948,NA,3,"male",35,0,0,"349230",7.8958,"","S","test","0","adult","Mr",1
949,NA,3,"male",25,0,0,"348122",7.65,"F G63","S","test","1","jove","Mr",1
950,NA,3,"male",28,1,0,"386525",16.1,"","S","test","0","jove","Mr",2
951,NA,1,"female",36,0,0,"PC 17608",262.375,"B61","C","test","1","adult","Miss",1
952,NA,3,"male",17,0,0,"349232",7.8958,"","S","test","0","nen","Mr",1
953,NA,2,"male",32,0,0,"237216",13.5,"","S","test","0","adult","Mr",1
954,NA,3,"male",18,0,0,"347090",7.75,"","S","test","0","nen","Mr",1
955,NA,3,"female",22,0,0,"334914",7.725,"","Q","test","0","jove","Miss",1
956,NA,1,"male",13,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C","test","1","nen","Master",5
